user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data,id
35 to 44,1223,2017-02-20,male,99,28.9,338,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Morning Ride,22.1,35.6,23.94,3897,3897,0,2932
25 to 34,1214,2017-03-30,male,292,10.0,1707,King Street side,,Afternoon Ride,0.5,88.9,197.1,1513793,1513793,0,2273
20 to 24,1719,2018-08-10,male,141,17.9,337,Headquarters Business Park,54 kg and under,Night Ride,16.1,33.8,17.65,3950,3950,1,6193
35 to 44,1339,2017-05-29,female,1,63.9,153,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Night Ride,17.9,72.4,25.14,5070,5070,0,2984
35 to 44,762,2019-04-17,male,87,35.9,200,Oghor 2 SailsIsland,85 to 95 kg,Nice ride today. A bit windy but all good ,25.1,42.1,35.36,5075,5075,0,4060
25 to 34,245,2017-03-03,male,380,24.8,701,North Corniche,75 to 84 kg,Morning Ride,22.9,38.2,49.56,7777,7777,1,5176
25 to 34,519,2018-10-22,male,282,16.0,1061,King Street side,85 to 95 kg,Santai katanya... Kayuh... Kayuh...,17.0,32.4,54.84,11598,11598,0,2263
45 to 54,975,2019-06-09,male,11,38.6,253,PRINCE SULTAN - ASSALAM TO FATIMA,75 to 84 kg,Night Ride,28.0,52.2,41.66,5354,5354,0,2995
35 to 44,846,2018-03-22,male,425,11.1,646,Oghor 2 SailsIsland,65 to 74 kg,After Foool ride back from Auto grinning face with sweat ,16.9,29.2,8.59,1836,1836,0,4394
19 and under,34,2018-12-10,male,2,46.3,155,Oghor 2 SailsIsland,54 kg and under,Evening Ride,31.3,55.4,41.46,4762,4762,0,3077
35 to 44,2197,2019-04-16,female,22,14.8,408,Headquarters Business Park,54 kg and under,Waterfront Tuesdays ,13.3,18.0,15.6,4231,4231,0,7649
35 to 44,655,2015-02-11,male,62,38.0,189,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,23.7,41.0,24.37,3699,3699,0,4031
25 to 34,252,2017-02-08,male,108,29.1,484,Starbucks to Majid,75 to 84 kg,Evening Ride,21.9,34.2,23.61,3875,3875,0,259
25 to 34,497,2017-12-18,male,168,32.8,529,North Corniche,75 to 84 kg,تمرين الاثنين مع دراج جدة ,21.0,42.1,28.57,4904,4904,0,4963
35 to 44,1331,2017-09-16,male,318,24.7,290,Oghor 2 SailsIsland,95 kg to 104 kg,Afternoon Ride,18.4,32.0,17.79,3482,3482,0,4287
25 to 34,1504,2018-03-21,male,601,13.8,521,Oghor 2 SailsIsland,54 kg and under,Morning Ride,16.9,34.6,19.0,4060,4060,0,3929
25 to 34,363,2016-10-28,male,411,21.9,276,Headquarters Business Park,85 to 95 kg,Morning Ride,22.9,37.4,50.07,7855,7855,0,6675
25 to 34,370,2019-10-16,male,227,24.9,565,Starbucks to Majid,54 kg and under,وحوووش،،، thumbs up: light skin tone man biking: light skin tone man biking: light skin tone smiling face with heart-eyes red heart fire fire ,25.1,45.0,53.49,7675,7675,0,380
25 to 34,1291,2018-01-19,male,457,24.2,297,Oghor 2 SailsIsland,95 kg to 104 kg,Lunch Ride,17.2,32.0,33.69,7039,7039,0,3787
35 to 44,1246,2020-04-04,male,193,19.8,861,King Street side,85 to 95 kg,Morning Ride,29.3,47.5,35.13,4318,4318,0,2476
35 to 44,849,2017-11-27,male,215,28.5,609,North Corniche,95 kg to 104 kg,Evening Ride,24.7,42.8,45.47,6624,6624,0,5570
25 to 34,587,2018-03-17,male,448,13.0,1079,Starbucks to Majid,54 kg and under,Afternoon Ride,16.3,32.4,18.79,4145,4145,0,599
19 and under,46,2018-04-27,male,46,2.9,4923,Starbucks to Majid,75 to 84 kg,Night Ride,16.4,48.6,29.11,6407,6407,1,45
35 to 44,1073,2017-12-01,male,72,37.2,193,Oghor 2 SailsIsland,54 kg and under,Morning Ride,25.9,50.8,82.99,11519,11519,0,4041
45 to 54,991,2019-11-01,male,30,27.7,893,Obhur North Short,65 to 74 kg,Morning Solo ride,26.4,42.8,96.96,13199,13199,0,1652
35 to 44,694,2016-07-16,male,46,24.6,1003,Obhur North Short,85 to 95 kg,First 100 k,24.1,44.6,100.88,15065,15065,0,1586
25 to 34,237,2015-02-04,male,233,30.3,572,North Corniche,95 kg to 104 kg,Evening Ride,23.8,39.6,27.6,4182,4182,0,5028
25 to 34,383,2018-02-26,male,435,22.2,783,North Corniche,115 kg and over,"It was tough.. (Adele, Hassan, and I)",13.4,34.9,28.95,7776,7776,0,5231
35 to 44,706,2020-03-16,male,121,33.1,525,North Corniche,54 kg and under,Afternoon Ride,26.7,40.7,50.56,6830,6830,1,5476
20 to 24,115,2018-04-29,male,73,25.0,693,North Corniche,54 kg and under,My battery is dead! :(,19.0,43.2,25.64,4848,4848,0,4751
25 to 34,375,2019-10-04,male,268,29.1,596,North Corniche,54 kg and under,Afternoon Ride,25.1,67.3,47.76,6856,6856,0,5067
35 to 44,408,2019-02-13,male,332,23.8,301,Oghor 2 SailsIsland,75 to 84 kg,Morning Ride,21.3,41.8,20.86,3526,3526,0,4302
35 to 44,866,2018-01-03,male,394,18.9,319,Headquarters Business Park,54 kg and under,Exercise with Jeddah Cyclist ,17.2,40.7,29.02,6087,6087,0,7520
25 to 34,185,2019-03-01,male,142,33.7,515,North Corniche,75 to 84 kg,Morning Ride,28.2,36.7,20.51,2619,2619,1,4937
35 to 44,1143,2019-10-25,male,244,26.9,646,North Corniche,54 kg and under,sarawat-globe-corniche-fishmarket-balad-bahay,21.6,34.2,53.67,8943,8943,0,5602
25 to 34,1174,2018-01-08,male,102,37.2,193,Oghor 2 SailsIsland,54 kg and under,Evening Ride,27.5,46.4,51.64,6761,6761,0,3382
25 to 34,2020,2019-09-20,male,787,8.6,699,Headquarters Business Park,65 to 74 kg,Morning Ride,8.4,11.9,6.22,2653,2653,0,7051
25 to 34,536,2018-11-30,male,250,24.8,243,Headquarters Business Park,95 kg to 104 kg,صحصح fire ,14.2,42.1,14.18,3607,3607,0,6516
35 to 44,907,2018-08-17,male,60,19.0,1299,Obhur North Short,75 to 84 kg,Afternoon Ride,19.4,40.7,52.17,9676,9676,0,1600
25 to 34,161,2019-04-27,male,26,40.7,426,North Corniche,65 to 74 kg,سباق جده وتشتغل بروح الفريق توصل للقمه ,38.7,56.2,42.07,3915,3915,0,4823
35 to 44,1140,2019-08-02,male,96,29.1,336,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Morning Ride,30.4,51.8,70.05,8293,8293,0,2929
20 to 24,135,2018-03-14,male,111,21.1,340,Oghor 2 SailsIsland,54 kg and under,Evening Ride,17.9,40.3,27.8,5587,5587,0,3246
35 to 44,238,2018-03-05,male,229,27.7,627,North Corniche,65 to 74 kg,Evening Ride,24.4,49.3,54.81,8084,8084,0,5584
25 to 34,437,2019-02-18,male,194,33.1,217,Oghor 2 SailsIsland,95 kg to 104 kg,Evening Ride,22.5,37.1,37.4,5982,5982,0,3524
25 to 34,416,2016-06-23,male,489,18.4,944,North Corniche,75 to 84 kg,Night Ride,23.0,42.8,52.85,8268,8268,0,5284
35 to 44,649,2016-12-10,male,35,33.5,951,S.Ubhur Alkurnaysh South Bound with detour,85 to 95 kg,Morning Ride,28.9,36.7,75.64,9414,9414,1,1298
25 to 34,416,2016-06-23,male,275,23.4,602,Starbucks to Majid,75 to 84 kg,Night Ride,23.0,42.8,52.85,8268,8268,0,426
19 and under,47,2018-12-14,female,1,22.5,756,King Street side,54 kg and under,Morning Ride,22.1,35.6,43.63,7104,7104,0,1919
35 to 44,774,2019-07-31,male,163,25.0,564,Starbucks to Majid,75 to 84 kg,Evening Ride,22.2,31.7,20.13,3272,3272,0,805
25 to 34,328,2015-05-01,male,208,24.6,691,King Street side,85 to 95 kg,Morning Ride Friday windy sunny,25.8,43.6,58.98,8221,8221,0,2189
25 to 34,400,2018-08-08,male,258,23.9,589,Starbucks to Majid,85 to 95 kg,Evening Ride,24.5,42.1,47.4,6967,6967,0,410
25 to 34,1816,2018-05-13,male,318,23.6,256,Headquarters Business Park,,محمد6,17.2,46.4,29.29,6142,6142,0,6582
35 to 44,651,2018-05-02,male,22,35.3,399,Starbucks to Majid,65 to 74 kg,Evening Ride,27.5,43.6,51.71,6776,6776,0,665
45 to 54,1006,2018-02-02,male,125,18.5,939,North Corniche,65 to 74 kg,Morning Ride,19.4,32.0,46.78,8690,8690,0,5874
25 to 34,427,2017-04-10,male,287,23.0,611,Starbucks to Majid,75 to 84 kg,Evening Ride,17.3,36.4,22.73,4717,4717,0,438
35 to 44,824,2019-08-26,male,253,23.3,259,Headquarters Business Park,,Pelan2 kayuh,20.4,27.7,20.85,3674,3674,0,7382
25 to 34,205,2018-10-22,male,111,25.2,388,PRINCE SULTAN - ASSALAM TO FATIMA,115 kg and over,Night Ride,21.3,30.2,30.0,5075,5075,0,2778
25 to 34,423,2016-09-26,male,283,23.2,607,Starbucks to Majid,75 to 84 kg,Evening Ride,24.3,51.5,38.05,5643,5643,0,434
25 to 34,434,2018-01-24,male,380,22.4,269,Headquarters Business Park,85 to 95 kg,Evening Ride,19.5,43.9,30.89,5697,5697,1,6644
35 to 44,728,2019-10-23,male,109,27.2,517,Starbucks to Majid,105 kg to 114 kg, man biking check mark button check mark button ,23.4,42.8,45.94,7074,7074,0,751
35 to 44,1237,2019-06-12,male,400,18.7,384,Oghor 2 SailsIsland,,Evening Ride,20.5,99.7,50.43,8874,8874,0,4369
20 to 24,68,2019-03-14,male,22,35.5,202,Oghor 2 SailsIsland,54 kg and under,Lunch Ride,29.1,52.9,50.11,6190,6190,0,3159
25 to 34,341,2019-04-24,male,128,34.4,505,North Corniche,54 kg and under,Morning Ride,26.1,42.8,20.94,2886,2886,1,4925
35 to 44,660,2017-03-31,male,233,23.7,255,Headquarters Business Park,75 to 84 kg,Night Ride,25.8,32.4,202.56,28304,28304,1,7359
25 to 34,1888,2019-10-23,male,537,19.7,307,Headquarters Business Park,95 kg to 104 kg,Night Ride,15.0,27.4,18.57,4458,4458,0,6804
25 to 34,1511,2016-05-23,male,538,6.6,2627,North Corniche,85 to 95 kg,Evening Ride,23.7,39.6,70.22,10676,10676,0,5333
35 to 44,868,2013-12-11,male,382,5.2,3349,North Corniche,105 kg to 114 kg,Evening Ride,18.8,34.9,19.66,3775,3775,0,5737
45 to 54,999,2019-10-18,male,79,21.0,672,Starbucks to Majid,54 kg and under,تمرين جميل مع شباب دراج جدة,22.0,86.8,33.1,5428,5428,0,1049
25 to 34,614,2019-07-26,female,8,22.9,614,Starbucks to Majid,55 to 64 kg,Morning Ride,21.8,30.2,41.87,6905,6905,1,626
25 to 34,494,2017-11-14,male,70,23.2,1175,Al Fardoos to shellfish round about,54 kg and under,تمرين اليوم ,19.2,38.2,34.89,6550,6550,0,1775
25 to 34,1988,2018-03-30,male,743,14.1,429,Headquarters Business Park,,Afternoon Ride,17.0,33.1,13.64,2897,2897,0,7007
25 to 34,327,2019-12-20,male,81,24.2,1314,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Morning Ride,23.5,55.1,57.26,8783,8783,1,1223
25 to 34,203,2018-05-02,male,59,31.6,445,Starbucks to Majid,55 to 64 kg,Night Ride,23.8,36.7,27.78,4207,4207,0,210
45 to 54,1090,2020-01-25,male,58,32.4,536,North Corniche,65 to 74 kg,Saturday ride,23.9,49.7,76.51,11513,11513,0,5807
35 to 44,2111,2017-12-20,male,258,23.2,260,Headquarters Business Park,115 kg and over,Evening Ride,23.7,43.9,10.49,1593,1593,0,7386
20 to 24,106,2014-06-11,male,61,22.3,630,Starbucks to Majid,55 to 64 kg,Night Ride,25.2,47.5,22.13,3167,3167,0,110
20 to 24,52,2019-04-27,male,2,45.4,310,Starbucks to Majid,75 to 84 kg,Morning Ride,41.8,60.1,41.65,3583,3583,1,51
25 to 34,229,2019-05-04,male,42,28.2,877,Obhur North Short,65 to 74 kg,Morning Ride,29.5,38.9,100.22,12237,12237,1,1499
19 and under,2,2018-12-24,male,6,35.9,888,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,Evening Ride,30.1,48.6,53.92,6445,6445,0,1109
25 to 34,198,2019-09-28,male,7,35.8,690,Obhur North Short,65 to 74 kg,Morning Ride,30.1,42.8,46.56,5577,5577,0,1464
45 to 54,1028,2020-01-10,female,1,10.6,1602,King Street side,85 to 95 kg,Brave Cyclists 15 - 100km challenge,16.1,30.6,97.44,21761,21761,0,2598
35 to 44,638,2019-01-26,male,10,42.2,334,Starbucks to Majid,115 kg and over,Afternoon Ride,24.9,47.2,37.3,5396,5396,1,652
25 to 34,1205,2019-12-07,male,271,17.5,972,King Street side,75 to 84 kg,Morning Ride,18.3,29.2,28.65,5647,5647,0,2252
25 to 34,532,2020-01-27,male,233,31.5,228,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,19.0,46.8,15.41,2926,2926,0,3567
35 to 44,726,2014-12-29,male,144,31.7,548,North Corniche,85 to 95 kg,Evening Ride,21.8,38.5,24.62,4076,4076,0,5499
20 to 24,2,2019-09-15,male,9,42.0,413,North Corniche,65 to 74 kg,Evening Ride,34.0,56.9,40.18,4249,4249,1,4687
35 to 44,888,2019-12-03,male,123,26.4,644,King Street side,,Night Ride,20.1,45.0,65.01,11670,11670,0,2407
25 to 34,377,2013-11-29,male,423,21.7,278,Headquarters Business Park,75 to 84 kg,Morning Ride,18.4,58.7,65.58,12819,12819,0,6689
35 to 44,714,2018-10-26,male,15,39.5,691,Al Fardoos to shellfish round about,65 to 74 kg,Nice ride with jeddah tri thumbs up: light skin tone flexed biceps: light skin tone ,33.5,55.1,84.14,9049,9049,1,1795
20 to 24,53,2019-02-01,male,8,31.7,861,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,29.4,46.1,115.85,14187,14187,0,1702
35 to 44,699,2016-08-19,male,288,25.9,277,Oghor 2 SailsIsland,85 to 95 kg,19th Aug 16',20.0,61.9,31.98,5770,5770,0,4257
35 to 44,757,2019-04-15,male,228,23.9,253,Headquarters Business Park,54 kg and under,Evening Ride,23.0,35.3,44.03,6893,6893,1,7355
45 to 54,999,2020-01-10,male,93,27.6,260,Oghor 2 SailsIsland,54 kg and under,تمرين خفيف لطيف red heart fire ,22.2,37.1,18.38,2983,2983,0,4510
35 to 44,631,2019-11-06,male,120,34.3,209,Oghor 2 SailsIsland,54 kg and under,تمرين مع دراج جده,25.4,44.6,48.15,6829,6829,0,4091
35 to 44,816,2020-02-19,male,278,26.5,271,Oghor 2 SailsIsland,,Evening Ride,19.4,39.2,20.17,3750,3750,0,4248
20 to 24,1383,2019-06-16,male,113,20.9,343,Oghor 2 SailsIsland,54 kg and under,Morning ride thumbs up: light skin tone ,19.0,46.1,24.98,4738,4738,0,3248
25 to 34,369,2016-10-15,male,42,28.2,877,Obhur North Short,,Pedalada de mañana,26.8,51.1,48.15,6473,6473,0,1498
35 to 44,679,2015-01-19,male,7,44.0,222,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Evening Ride,29.0,54.4,42.84,5313,5313,0,2840
25 to 34,409,2020-02-24,male,524,19.9,303,Headquarters Business Park,54 kg and under,Evening Ride,24.3,48.2,50.01,7420,7420,0,6790
25 to 34,366,2017-03-10,male,485,18.5,939,North Corniche,85 to 95 kg,Morning Ride,21.1,39.2,52.56,8965,8965,0,5281
20 to 24,70,2019-11-13,male,60,24.3,248,Headquarters Business Park,54 kg and under,Evening Ride,26.2,36.4,28.11,3867,3867,0,6112
35 to 44,819,2016-04-13,male,244,26.9,646,North Corniche,54 kg and under,Evening Ride,19.8,97.9,25.27,4584,4584,0,5599
25 to 34,149,2019-07-19,male,1,57.3,303,North Corniche,54 kg and under,Afternoon Ride,22.6,85.3,78.45,12507,12507,0,4796
25 to 34,2055,2019-12-09,female,49,12.0,501,Headquarters Business Park,54 kg and under,Evening Ride,11.9,26.6,9.39,2847,2847,0,7118
45 to 54,983,2018-02-26,male,114,22.2,782,North Corniche,85 to 95 kg,Evening Ride,15.6,30.6,28.67,6607,6607,0,5863
35 to 44,764,2019-06-21,male,114,34.7,207,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,15.2,47.9,85.83,20333,20333,0,4085
25 to 34,421,2017-03-15,male,337,28.5,252,Oghor 2 SailsIsland,115 kg and over,Evening Ride,20.3,37.8,21.0,3724,3724,0,3666
25 to 34,78,2016-12-31,male,231,30.4,571,North Corniche,75 to 84 kg,Lunch Ride,19.2,48.2,23.8,4470,4470,0,5026
35 to 44,687,2019-07-15,male,63,29.8,472,Starbucks to Majid,85 to 95 kg,Monday Afternoon Cycling Activity,24.4,41.8,44.92,6639,6639,0,705
25 to 34,1078,2019-04-13,male,62,32.1,304,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Morning Ride,26.2,35.6,31.4,4311,4311,1,2728
25 to 34,1107,2019-02-15,male,213,32.2,223,Oghor 2 SailsIsland,54 kg and under,Afternoon Ride,24.9,99.0,73.08,10547,10547,0,3543
55 to 64,1032,2019-05-24,male,3,42.4,169,Oghor 2 SailsIsland,54 kg and under,Night Ride,28.0,46.1,55.05,7076,7076,1,4582
20 to 24,8,2020-02-15,male,8,33.1,425,Starbucks to Majid,54 kg and under,Cross wind,27.7,58.7,51.56,6691,6691,0,57
55 to 64,1128,2018-01-19,male,15,24.0,408,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Morning Ride,21.6,37.4,103.11,17161,17161,0,3071
20 to 24,4,2018-01-13,male,7,40.5,420,King Street side,54 kg and under,Morning Ride,31.0,51.1,60.85,7072,7072,1,1928
25 to 34,171,2019-02-13,male,36,34.5,175,Headquarters Business Park,85 to 95 kg,التمرين مسافته 38 كم،، والباقي نسيت ما اقفل البرنامج,26.6,78.1,47.08,6370,6370,0,6301
20 to 24,107,2018-08-03,male,75,24.8,701,North Corniche,65 to 74 kg,Morning ride ,22.3,48.6,61.04,9855,9855,0,4753
25 to 34,516,2018-03-25,male,376,19.1,739,Starbucks to Majid,85 to 95 kg,Afternoon Ride,20.6,37.8,28.92,5059,5059,0,527
20 to 24,93,2018-03-05,male,111,8.9,1950,North Corniche,55 to 64 kg,Beach road,15.6,32.8,30.65,7092,7092,0,4789
35 to 44,840,2017-08-16,male,229,29.0,247,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,23.0,36.7,30.06,4700,4700,0,4198
45 to 54,954,2019-01-16,male,30,36.3,478,North Corniche,95 kg to 104 kg,Evening Ride,22.9,43.2,70.58,11104,11104,0,5780
25 to 34,553,2019-04-02,male,413,16.9,831,Starbucks to Majid,54 kg and under,Evening Ride,17.9,38.9,27.45,5530,5530,0,565
25 to 34,1965,2018-12-24,male,700,16.4,367,Headquarters Business Park,,Night Ride,17.0,31.3,20.85,4423,4423,0,6964
19 and under,22,2014-12-24,male,31,30.1,238,Oghor 2 SailsIsland,105 kg to 114 kg,Evening Ride,24.1,50.0,25.17,3753,3753,0,3106
25 to 34,322,2019-03-09,male,384,26.9,267,Oghor 2 SailsIsland,,Solo trip,21.7,40.7,40.35,6707,6707,0,3715
45 to 54,726,2018-10-13,male,126,23.1,311,Oghor 2 SailsIsland,85 to 95 kg,MBC ride,19.6,28.8,13.9,2556,2556,0,4541
25 to 34,628,2020-03-06,female,22,12.0,1178,Starbucks to Majid,54 kg and under,ثاني تمرين ١٠٠كم,19.9,43.2,96.53,17493,17493,0,640
35 to 44,632,2018-12-03,male,74,30.6,557,King Street side,54 kg and under,Evening Ride,25.0,40.7,53.18,7671,7671,0,2357
19 and under,37,2020-01-24,male,28,31.0,559,North Corniche,54 kg and under,Morning Ride,21.7,49.3,16.75,2773,2773,0,4649
25 to 34,194,2017-01-18,male,39,37.0,460,King Street side,85 to 95 kg,Evening Ride,31.1,51.5,23.42,2709,2709,0,2020
35 to 44,710,2018-04-18,male,87,28.2,499,Starbucks to Majid,54 kg and under,Evening Ride,22.8,39.2,47.99,7572,7572,0,730
35 to 44,371,2019-06-09,male,22,38.6,253,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Night Ride,28.0,52.2,41.66,5354,5354,0,2855
25 to 34,277,2019-12-06,male,63,37.8,459,North Corniche,65 to 74 kg,Weekend Long Group Ride,30.9,42.8,102.08,11909,11909,1,4860
35 to 44,887,2018-06-25,male,371,19.6,308,Headquarters Business Park,105 kg to 114 kg,Night Ride  Jeddah cyclist ,19.2,31.7,26.68,4996,4996,1,7498
35 to 44,1332,2018-10-29,male,55,30.3,199,Headquarters Business Park,54 kg and under,Morning Ride,27.2,113.0,39.23,5197,5197,0,7183
55 to 64,1272,2020-01-31,male,23,23.7,733,North Corniche,54 kg and under,Another Happy Long Ride. man biking beaming face with smiling eyes ,17.5,37.1,60.46,12412,12412,0,5920
35 to 44,897,2019-10-22,male,391,19.0,318,Headquarters Business Park,,Evening Ride,0.0,102.2,62.47,11679778,11679778,0,7519
25 to 34,316,2019-05-02,male,174,26.4,533,Starbucks to Majid,75 to 84 kg,Hot day,25.3,45.4,31.01,4414,4414,0,325
35 to 44,1111,2019-09-27,male,39,32.7,835,Al Fardoos to shellfish round about,65 to 74 kg,Morning Ride,30.0,40.7,71.0,8520,8520,1,1820
45 to 54,937,2015-04-06,male,28,31.7,537,King Street side,75 to 84 kg,Evening Ride With Jeddah Cyclists,30.6,49.0,32.35,3801,3801,0,2540
45 to 54,1346,2020-02-01,male,92,26.7,649,North Corniche,95 kg to 104 kg,Morning Ride,13.3,72.0,50.23,13625,13625,0,5841
25 to 34,282,2018-07-07,male,139,27.7,508,Starbucks to Majid,75 to 84 kg,Evening Ride,31.5,51.1,35.04,4006,4006,0,290
25 to 34,282,2017-11-11,male,42,35.0,779,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,28.1,47.2,42.94,5509,5509,0,1747
19 and under,38,2019-07-10,male,50,21.0,342,Oghor 2 SailsIsland,55 to 64 kg,Jeddah Cycling 1,17.8,39.6,23.16,4679,4679,0,3125
35 to 44,921,2018-10-19,male,314,22.4,774,North Corniche,65 to 74 kg,Evening Ride,19.4,37.1,24.89,4622,4622,0,5669
25 to 34,1879,2019-02-12,male,519,20.1,301,Headquarters Business Park,,Qqq,16.3,41.4,15.36,3395,3395,0,6786
19 and under,1352,2019-11-20,male,36,27.5,631,North Corniche,54 kg and under,Evening Ride,18.8,39.6,28.08,5372,5372,0,4657
25 to 34,1204,2017-08-07,male,403,23.8,730,North Corniche,65 to 74 kg,Evening Ride10,21.0,36.4,24.89,4258,4258,0,5199
19 and under,12,2017-05-28,male,39,25.5,680,North Corniche,54 kg and under,تمسيكية مع انور الجوهر,22.3,41.8,41.88,6759,6759,0,4660
25 to 34,619,2016-11-07,female,10,30.0,578,North Corniche,54 kg and under,Evening Ride,18.3,43.2,18.72,3688,3688,0,5344
35 to 44,789,2018-11-21,male,241,23.5,257,Headquarters Business Park,54 kg and under,Afternoon Ride,17.6,68.4,46.53,9505,9505,0,7371
35 to 44,614,2019-11-22,female,4,27.5,261,Oghor 2 SailsIsland,55 to 64 kg,Morning Ride,25.8,33.8,53.59,7468,7468,1,4405
35 to 44,343,2018-11-16,male,365,13.7,1263,North Corniche,54 kg and under,Morning Ride,14.0,23.4,15.95,4104,4104,0,5720
25 to 34,1510,2018-03-31,male,457,21.0,288,Headquarters Business Park,75 to 84 kg,Evening Ride,14.6,33.1,20.94,5180,5180,0,6721
35 to 44,829,2015-03-04,male,222,21.9,643,Starbucks to Majid,115 kg and over,Evening Ride,20.8,36.0,10.7,1855,1855,0,864
45 to 54,988,2019-04-01,male,57,32.8,219,Oghor 2 SailsIsland,54 kg and under,Night Ride,26.0,38.5,23.62,3273,3273,0,4472
25 to 34,583,2018-03-22,male,403,22.0,274,Headquarters Business Park,55 to 64 kg,New corniche,15.4,33.5,21.89,5114,5114,0,6667
20 to 24,36,2018-04-23,male,43,22.6,752,King Street side,54 kg and under,Evening Ride,23.6,41.8,46.31,7073,7073,0,1965
25 to 34,486,2014-09-13,male,349,26.1,664,North Corniche,75 to 84 kg,13/9/2014,21.8,32.0,21.81,3598,3598,0,5144
45 to 54,682,2016-02-13,male,19,31.4,192,Headquarters Business Park,75 to 84 kg,Morning Ride,28.0,41.8,161.68,20768,20768,1,7676
19 and under,43,2019-04-22,male,9,39.3,442,North Corniche,54 kg and under,خفافي,30.0,55.4,26.62,3194,3194,0,4630
25 to 34,362,2014-05-21,male,220,25.1,562,Starbucks to Majid,105 kg to 114 kg,جوله مع تمرين,20.6,60.8,77.49,13560,13560,0,371
25 to 34,227,2019-03-02,male,99,29.3,206,Headquarters Business Park,75 to 84 kg,Morning Ride,27.3,57.2,122.08,16079,16079,0,6366
20 to 24,1747,2019-03-07,male,185,11.9,508,Headquarters Business Park,54 kg and under,Morning Ride,12.2,23.8,13.25,3894,3894,0,6236
19 and under,1660,2019-02-17,male,82,14.4,418,Headquarters Business Park,54 kg and under,Night Ride,16.0,36.0,6.27,1412,1412,0,6020
25 to 34,1789,2019-01-13,male,144,27.4,220,Headquarters Business Park,54 kg and under,Ride,18.6,40.3,31.06,6010,6010,1,6410
35 to 44,216,2018-09-12,male,20,37.6,453,King Street side,75 to 84 kg,Night Ride,32.8,45.4,35.58,3903,3903,1,2303
35 to 44,875,2020-01-11,male,429,7.6,945,Oghor 2 SailsIsland,,MTB ride,17.0,59.0,64.78,13715,13715,0,4398
20 to 24,512,2019-09-25,male,161,16.0,377,Headquarters Business Park,54 kg and under,Evening Ride,15.0,34.2,34.82,8339,8339,0,6212
